nmun,desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,prec,probprec,raf,temp,velvien
San Francisco Chindúa,Cielo cubierto,6,Noreste,60.55,16.04,Lunes,2023-09-11 14:00:00,52.13,20,140,17.4286,-97.3128,Oaxaca,114, 0.19, 0.00,10.74,20.56, 8.01
San Francisco Huehuetlán,Cielo cubierto,6,Este,77.33,20.74,Lunes,2023-09-11 14:00:00,44.03,20,142,18.1976,-96.9478,Oaxaca,114, 0.00, 0.00, 8.87,26.67, 8.40
San Francisco Ixhuatán,Medio nublado,6,Sur,169.91,30.47,Lunes,2023-09-11 14:00:00,55.49,20,143,16.3524,-94.4838,Oaxaca,114, 0.36, 0.00,14.74,35.03,11.43
San Francisco Jaltepetongo,Cielo cubierto,6,Noreste,57.13,16.60,Lunes,2023-09-11 14:00:00,50.75,20,144,17.3857,-97.2629,Oaxaca,114, 0.18, 0.00, 9.89,21.33, 8.06
San Francisco Lachigoló,Cielo cubierto,6,Este,103.64,20.53,Lunes,2023-09-11 14:00:00,53.12,20,145,17.0114,-96.5985,Oaxaca,114, 0.69, 0.00, 6.55,25.07, 5.74
San Francisco Logueche,Cielo cubierto,6,Noreste,46.64,19.61,Lunes,2023-09-11 14:00:00,62.62,20,146,16.3523,-96.3780,Oaxaca,114, 0.50, 0.00,10.87,22.93, 8.59
San Francisco Nuxaño,Cielo cubierto,6,Este,73.07,16.40,Lunes,2023-09-11 14:00:00,51.00,20,147,17.3808,-97.3440,Oaxaca,114, 0.21, 0.00, 9.98,21.08, 7.63
San Francisco Ozolotepec,Cielo cubierto,6,Sureste,142.26,23.23,Lunes,2023-09-11 14:00:00,73.49,20,148,16.1005,-96.2207,Oaxaca,114, 1.54,95.00, 7.26,25.47, 6.23
San Francisco Sola,Cielo cubierto,6,Sureste,153.62,21.49,Lunes,2023-09-11 14:00:00,58.26,20,149,16.5150,-96.9744,Oaxaca,114, 1.50, 0.00, 8.09,25.40, 4.16
San Francisco Telixtlahuaca,Cielo cubierto,6,Norte,15.52,17.76,Lunes,2023-09-11 14:00:00,55.24,20,150,17.2966,-96.9044,Oaxaca,114, 0.35, 0.00,10.50,21.93,10.22
San Francisco Teopan,Cielo cubierto,6,Este,103.74,16.18,Lunes,2023-09-11 14:00:00,35.21,20,151,17.8511,-97.4925,Oaxaca,114, 0.00, 0.00,12.71,23.52,10.14
San Francisco Tetlanohcan,Medio nublado,6,Sureste,132.30,12.20,Lunes,2023-09-11 14:00:00,33.83,29,50,19.2601,-98.1636,Tlaxcala,114, 0.00, 0.00, 6.93,19.57, 6.62
San Francisco Tlapancingo,Cielo cubierto,6,Noroeste,295.66,15.46,Lunes,2023-09-11 14:00:00,49.82,20,152,17.4841,-98.2689,Oaxaca,114, 0.48, 0.00, 7.21,20.28, 7.20
San Francisco de Borja,Poco nuboso,7,Este,86.18,18.61,Lunes,2023-09-11 14:00:00,12.33,8,57,27.9018,-106.6849,Chihuahua,114, 0.00, 0.00,17.97,34.03,17.30
San Francisco de Conchos,Medio nublado,7,Este,92.31,20.48,Lunes,2023-09-11 14:00:00,12.15,8,58,27.5886,-105.3346,Chihuahua,114, 0.00, 0.00, 8.30,36.25, 8.16
San Francisco de los Romo,Despejado,6,Noreste,48.34,16.78,Lunes,2023-09-11 14:00:00,18.07,1,11,22.0724,-102.2727,Aguascalientes,114, 0.00, 0.00,19.83,29.07,19.08
San Francisco del Mar,Poco nuboso,6,Sur,202.05,29.96,Lunes,2023-09-11 14:00:00,59.00,20,141,16.3394,-94.5150,Oaxaca,114, 0.36,10.00,14.16,34.04,13.55
San Francisco del Oro,Despejado,7,Sur,182.66,17.24,Lunes,2023-09-11 14:00:00,12.18,8,59,26.8590,-105.8501,Chihuahua,114, 0.00, 0.00,12.37,32.60,12.00
San Francisco del Rincón,Despejado,6,Este,108.30,19.24,Lunes,2023-09-11 14:00:00,22.02,11,31,21.0187,-101.8585,Guanajuato,114, 0.00, 0.00,19.63,30.27, 7.57
San Gabriel,Despejado,6,Suroeste,207.06,19.63,Lunes,2023-09-11 14:00:00,55.17,14,113,19.7475,-103.7653,Jalisco,114, 1.05, 9.23,13.00,23.95, 7.71
San Gabriel Chilac,Cielo cubierto,6,Sureste,123.10,18.98,Lunes,2023-09-11 14:00:00,32.01,21,124,18.3263,-97.3480,Puebla,114, 0.00, 0.00,13.47,27.17,13.18
San Gabriel Mixtepec,Cielo nublado,6,Suroeste,219.47,26.06,Lunes,2023-09-11 14:00:00,66.21,20,153,16.0944,-97.0795,Oaxaca,114, 1.18,95.00, 9.86,29.13, 9.44
San Gregorio Atzompa,Medio nublado,6,Sur,167.43,14.71,Lunes,2023-09-11 14:00:00,34.93,21,125,19.0267,-98.3458,Puebla,114, 0.00, 0.00,11.19,22.00,10.25
San Ignacio,Medio nublado,7,Suroeste,226.70,26.12,Lunes,2023-09-11 14:00:00,62.40,25,16,23.9403,-106.4255,Sinaloa,114, 0.79, 2.96,14.12,29.65,12.16
San Ignacio Cerro Gordo,Despejado,6,Noreste,56.98,19.22,Lunes,2023-09-11 14:00:00,27.89,14,125,20.7431,-102.5361,Jalisco,114, 0.00, 0.00,17.94,28.46,11.08
San Ignacio Río Muerto,Poco nuboso,7,Sur,176.48,29.49,Lunes,2023-09-11 14:00:00,53.62,26,72,27.4114,-110.2414,Sonora,114, 0.00, 0.00,29.97,34.43,27.22
San Ildefonso Amatlán,Cielo cubierto,6,Noreste,46.33,19.29,Lunes,2023-09-11 14:00:00,66.36,20,154,16.3341,-96.4916,Oaxaca,114, 1.04, 0.00,10.12,22.19, 7.41
San Ildefonso Sola,Cielo cubierto,6,Sur,174.51,20.89,Lunes,2023-09-11 14:00:00,60.44,20,155,16.5198,-96.9837,Oaxaca,114, 1.21, 0.00, 5.78,24.50, 3.94
San Ildefonso Villa Alta,Cielo nublado,6,Noreste,43.04,22.64,Lunes,2023-09-11 14:00:00,63.11,20,156,17.3390,-96.1530,Oaxaca,114, 0.77, 0.00, 8.50,25.99, 7.69
San Jacinto Amilpas,Cielo cubierto,6,Noreste,62.02,20.31,Lunes,2023-09-11 14:00:00,51.84,20,157,17.1008,-96.7626,Oaxaca,114, 0.49, 0.00, 6.38,25.02, 4.64
San Jacinto Tlacotepec,Cielo cubierto,6,Suroeste,245.70,23.68,Lunes,2023-09-11 14:00:00,64.87,20,158,16.5204,-97.3860,Oaxaca,114, 1.31, 0.00, 5.05,26.85, 4.03
San Javier,Poco nuboso,7,Suroeste,214.60,26.11,Lunes,2023-09-11 14:00:00,32.34,26,54,28.5952,-109.7393,Sonora,114, 0.00, 0.00,15.49,34.69,14.67
San Jerónimo Coatlán,Cielo cubierto,6,Sur,199.56,23.39,Lunes,2023-09-11 14:00:00,68.88,20,159,16.2327,-96.8693,Oaxaca,114, 1.60,95.00, 8.66,26.11, 5.74
San Jerónimo Silacayoapilla,Cielo cubierto,6,Noroeste,293.39,17.96,Lunes,2023-09-11 14:00:00,32.06,20,160,17.8096,-97.8459,Oaxaca,114, 0.01, 0.00,10.98,26.08, 8.51
San Jerónimo Sosola,Cielo cubierto,6,Norte,21.84,17.64,Lunes,2023-09-11 14:00:00,51.94,20,161,17.3666,-97.0326,Oaxaca,114, 0.29, 0.00,11.66,22.24,11.10
San Jerónimo Taviche,Cielo cubierto,6,Este,98.95,21.54,Lunes,2023-09-11 14:00:00,49.73,20,162,16.7137,-96.5943,Oaxaca,114, 0.24, 0.00,12.59,26.60,10.63
San Jerónimo Tecuanipan,Cielo nublado,6,Sur,159.75,14.38,Lunes,2023-09-11 14:00:00,35.51,21,126,19.0144,-98.4010,Puebla,114, 0.01, 0.00,11.46,21.54, 9.85
San Jerónimo Tecóatl,Cielo cubierto,6,Este,78.37,21.02,Lunes,2023-09-11 14:00:00,44.00,20,163,18.1669,-96.9132,Oaxaca,114, 0.00, 0.00, 8.62,26.97, 8.45
San Jerónimo Tlacochahuaya,Cielo cubierto,6,Este,108.72,19.99,Lunes,2023-09-11 14:00:00,55.56,20,550,17.0089,-96.5811,Oaxaca,114, 0.80, 0.00, 6.62,24.19, 5.85
San Jerónimo Xayacatlán,Cielo cubierto,6,Suroeste,207.00,18.84,Lunes,2023-09-11 14:00:00,28.09,21,127,18.2213,-97.9143,Puebla,114, 0.00, 0.00,13.11,28.00,10.49
San Jerónimo Zacualpan,Cielo nublado,6,Oeste,270.80,13.64,Lunes,2023-09-11 14:00:00,31.10,29,51,19.2417,-98.2626,Tlaxcala,114, 0.01, 0.00, 7.20,21.70, 3.60
San Joaquín,Despejado,6,Noreste,50.80,18.43,Lunes,2023-09-11 14:00:00,24.56,22,15,20.9161,-99.5664,Querétaro de Arteaga,114, 0.00, 0.00,15.23,28.56,14.79
San Jorge Nuchita,Cielo cubierto,6,Noroeste,307.88,17.07,Lunes,2023-09-11 14:00:00,40.71,20,164,17.6560,-98.1061,Oaxaca,114, 0.05, 0.00, 8.89,23.39, 7.60
San José Ayuquila,Cielo cubierto,6,Oeste,276.95,18.60,Lunes,2023-09-11 14:00:00,33.19,20,165,17.9418,-97.9693,Oaxaca,114, 0.00, 0.00,12.95,26.50,10.28
San José Chiapa,Poco nuboso,6,Sureste,121.16,13.88,Lunes,2023-09-11 14:00:00,31.15,21,128,19.2421,-97.7688,Puebla,114, 0.02, 0.00, 8.08,21.94, 6.61
San José Chiltepec,Cielo nublado,6,Norte,20.68,28.33,Lunes,2023-09-11 14:00:00,56.76,20,166,17.9454,-96.1705,Oaxaca,114, 0.00,49.17, 9.81,32.65, 9.17
San José Estancia Grande,Cielo nublado,6,Oeste,250.34,29.60,Lunes,2023-09-11 14:00:00,57.95,20,168,16.3652,-98.2513,Oaxaca,114, 0.27, 0.00,14.81,33.79,12.09
San José Independencia,Cielo cubierto,6,Este,67.56,25.26,Lunes,2023-09-11 14:00:00,54.08,20,169,18.2398,-96.6461,Oaxaca,114, 0.00,80.00, 6.93,29.83, 6.54
San José Iturbide,Despejado,6,Noreste,58.66,16.74,Lunes,2023-09-11 14:00:00,24.20,11,32,21.0008,-100.3857,Guanajuato,114, 0.00, 0.00,20.76,26.85,17.99
San José Lachiguiri,Cielo cubierto,6,Noreste,57.30,20.13,Lunes,2023-09-11 14:00:00,60.51,20,170,16.3788,-96.3364,Oaxaca,114, 0.53, 0.00,12.64,23.73, 9.04
San José Miahuatlán,Cielo cubierto,6,Sureste,129.02,19.73,Lunes,2023-09-11 14:00:00,33.03,21,129,18.2902,-97.2877,Puebla,114, 0.00, 0.00,12.46,27.75,11.53
San José Teacalco,Medio nublado,6,Este,98.73,11.81,Lunes,2023-09-11 14:00:00,34.00,29,52,19.3357,-98.0644,Tlaxcala,114, 0.00, 0.00, 7.05,19.12, 6.66
San José Tenango,Cielo cubierto,6,Noreste,57.01,24.37,Lunes,2023-09-11 14:00:00,55.10,20,171,18.1508,-96.7172,Oaxaca,114, 0.00,15.56, 7.87,28.77, 7.18
San José de Gracia,Despejado,6,Noreste,50.55,14.79,Lunes,2023-09-11 14:00:00,22.41,1,8,22.1502,-102.4156,Aguascalientes,114, 0.00, 0.00,19.69,25.30,16.30
San José del Peñasco,Cielo cubierto,6,Noreste,28.79,19.29,Lunes,2023-09-11 14:00:00,62.31,20,167,16.3161,-96.5014,Oaxaca,114, 0.46, 0.00,10.42,22.64, 7.48
San José del Progreso,Cielo cubierto,6,Este,95.85,21.61,Lunes,2023-09-11 14:00:00,48.22,20,72,16.6851,-96.6855,Oaxaca,114, 0.18, 0.00,11.32,26.91, 8.05
San José del Rincón,Despejado,6,Este,105.11,11.88,Lunes,2023-09-11 14:00:00,34.65,15,124,19.6610,-100.1519,Estado de México,114, 0.16, 0.00,14.22,19.09,12.14
San Juan Achiutla,Cielo cubierto,6,Este,104.80,16.30,Lunes,2023-09-11 14:00:00,50.84,20,172,17.3442,-97.5089,Oaxaca,114, 0.31, 0.00, 9.88,21.00, 7.60
San Juan Atenco,Medio nublado,6,Suroeste,218.71,15.45,Lunes,2023-09-11 14:00:00,40.63,21,130,19.0899,-97.5409,Puebla,114, 0.27, 0.00,10.97,21.72,10.81
San Juan Atepec,Cielo cubierto,6,Noreste,40.91,18.84,Lunes,2023-09-11 14:00:00,61.33,20,173,17.4264,-96.5391,Oaxaca,114, 0.66, 0.00, 9.20,22.29, 8.29
San Juan Atzompa,Cielo nublado,6,Suroeste,225.36,17.84,Lunes,2023-09-11 14:00:00,31.27,21,131,18.7461,-98.0243,Puebla,114, 0.00, 0.00,11.19,26.13, 8.79
San Juan Bautista Atatlahuca,Cielo cubierto,6,Noreste,31.42,18.74,Lunes,2023-09-11 14:00:00,54.56,20,175,17.5311,-96.8299,Oaxaca,114, 0.31, 0.00, 9.04,23.03, 9.01
San Juan Bautista Coixtlahuaca,Cielo cubierto,6,Noreste,60.21,16.14,Lunes,2023-09-11 14:00:00,51.51,20,176,17.7246,-97.3238,Oaxaca,114, 0.13, 0.00,11.74,20.75,10.10
San Juan Bautista Cuicatlán,Cielo cubierto,6,Noreste,36.05,19.57,Lunes,2023-09-11 14:00:00,47.98,20,177,17.8015,-96.9596,Oaxaca,114, 0.11, 0.00, 9.89,24.83, 9.26
San Juan Bautista Guelache,Cielo cubierto,6,Norte, 4.10,17.91,Lunes,2023-09-11 14:00:00,63.40,20,178,17.2265,-96.7785,Oaxaca,114, 0.55, 0.00, 7.20,21.10, 5.50
San Juan Bautista Jayacatlán,Cielo cubierto,6,Norte,16.89,17.96,Lunes,2023-09-11 14:00:00,58.09,20,179,17.4235,-96.8226,Oaxaca,114, 0.37, 0.00, 8.84,21.77, 8.06
San Juan Bautista Lo de Soto,Medio nublado,6,Oeste,265.69,30.30,Lunes,2023-09-11 14:00:00,47.85,20,180,16.5115,-98.3468,Oaxaca,114, 0.08, 0.00, 8.96,36.02, 8.51
San Juan Bautista Suchitepec,Cielo cubierto,6,Sur,176.25,16.58,Lunes,2023-09-11 14:00:00,29.87,20,181,17.9727,-97.6598,Oaxaca,114, 0.00, 0.00,11.48,25.13,10.27
San Juan Bautista Tlachichilco,Cielo cubierto,6,Noroeste,316.56,15.40,Lunes,2023-09-11 14:00:00,46.95,20,183,17.6225,-98.3440,Oaxaca,114, 0.19, 0.00, 6.60,20.63, 6.30
San Juan Bautista Tlacoatzintepec,Cielo cubierto,6,Noreste,43.83,22.77,Lunes,2023-09-11 14:00:00,53.26,20,182,17.8594,-96.5871,Oaxaca,114, 0.00, 0.00, 8.71,27.38, 6.55
San Juan Bautista Tuxtepec,Cielo nublado,6,Noreste,45.64,28.74,Lunes,2023-09-11 14:00:00,61.35,20,184,18.0812,-96.1185,Oaxaca,114, 0.00,73.10,11.09,32.47, 8.91
San Juan Bautista Valle Nacional,Cielo cubierto,6,Noreste,32.83,25.41,Lunes,2023-09-11 14:00:00,48.99,20,559,17.7750,-96.3040,Oaxaca,114, 0.25, 6.96, 8.22,30.75, 7.50
San Juan Cacahuatepec,Medio nublado,6,Oeste,262.33,28.50,Lunes,2023-09-11 14:00:00,54.72,20,185,16.6137,-98.1561,Oaxaca,114, 0.20,20.00, 6.82,33.10, 6.22
San Juan Cancuc,Medio nublado,6,Noreste,48.90,22.26,Lunes,2023-09-11 14:00:00,46.53,7,112,16.8922,-92.3720,Chiapas,114, 0.25,95.00,16.56,27.85,10.07
San Juan Chicomezúchil,Cielo cubierto,6,Noreste,46.19,17.99,Lunes,2023-09-11 14:00:00,66.64,20,191,17.2890,-96.4949,Oaxaca,114, 0.90, 0.00, 8.30,20.83, 7.63
San Juan Chilateca,Cielo cubierto,6,Este,105.98,21.31,Lunes,2023-09-11 14:00:00,49.23,20,192,16.8285,-96.6720,Oaxaca,114, 0.36, 0.00, 8.51,26.44, 6.95
San Juan Cieneguilla,Cielo cubierto,6,Noroeste,299.28,17.66,Lunes,2023-09-11 14:00:00,39.95,20,186,17.8517,-98.2808,Oaxaca,114, 0.00, 0.00, 7.47,24.15, 4.51
San Juan Coatzóspam,Cielo cubierto,6,Noreste,53.31,22.67,Lunes,2023-09-11 14:00:00,54.97,20,187,18.0497,-96.7633,Oaxaca,114, 0.00, 0.00, 9.36,27.04, 7.89
San Juan Colorado,Cielo nublado,6,Oeste,264.05,28.40,Lunes,2023-09-11 14:00:00,57.75,20,188,16.4597,-97.9540,Oaxaca,114, 0.71,30.00, 8.38,32.58, 7.57
San Juan Comaltepec,Medio nublado,6,Noreste,61.00,24.21,Lunes,2023-09-11 14:00:00,61.40,20,189,17.3382,-95.9768,Oaxaca,114, 0.68, 0.00, 8.53,27.80, 8.19
San Juan Cotzocón,Medio nublado,6,Sur,164.19,27.80,Lunes,2023-09-11 14:00:00,59.89,20,190,17.1640,-95.7823,Oaxaca,114, 0.49, 2.27,14.98,31.75,10.40
San Juan Diuxi,Cielo cubierto,6,Este,104.30,16.86,Lunes,2023-09-11 14:00:00,50.37,20,195,17.2815,-97.3742,Oaxaca,114, 0.25, 0.00, 8.84,21.66, 7.29
San Juan Evangelista,Medio nublado,6,Noroeste,333.28,29.13,Lunes,2023-09-11 14:00:00,68.57,30,142,17.8861,-95.1401,Veracruz de Ignacio de la Llave,114, 0.92,57.50,12.76,32.00, 9.69
San Juan Evangelista Analco,Cielo cubierto,6,Noreste,41.87,17.85,Lunes,2023-09-11 14:00:00,63.76,20,196,17.4058,-96.5379,Oaxaca,114, 0.74, 0.00, 8.47,21.00, 8.27
San Juan Guelavía,Cielo cubierto,6,Este,110.87,20.39,Lunes,2023-09-11 14:00:00,54.13,20,197,16.9568,-96.5458,Oaxaca,114, 0.69, 0.00, 7.65,24.79, 7.24
San Juan Guichicovi,Medio nublado,6,Noreste,48.86,28.55,Lunes,2023-09-11 14:00:00,67.23,20,198,16.9628,-95.0951,Oaxaca,114, 0.95,26.00,25.93,31.58,15.26
San Juan Huactzinco,Cielo nublado,6,Oeste,270.80,13.64,Lunes,2023-09-11 14:00:00,31.10,29,53,19.2379,-98.2503,Tlaxcala,114, 0.01, 0.00, 7.20,21.70, 3.60
San Juan Ihualtepec,Cielo cubierto,6,Noroeste,323.08,16.90,Lunes,2023-09-11 14:00:00,42.72,20,199,17.7398,-98.2888,Oaxaca,114, 0.03, 0.00, 5.22,22.87, 4.21
San Juan Juquila Mixes,Medio nublado,6,Noreste,45.91,24.10,Lunes,2023-09-11 14:00:00,48.85,20,200,16.9356,-95.9188,Oaxaca,114, 0.30, 0.00,11.47,29.42, 8.68
San Juan Juquila Vijanos,Cielo nublado,6,Noreste,43.94,20.12,Lunes,2023-09-11 14:00:00,66.04,20,201,17.3538,-96.3040,Oaxaca,114, 0.82, 0.00, 8.28,23.07, 8.27
San Juan Lachao,Cielo cubierto,6,Suroeste,230.06,23.97,Lunes,2023-09-11 14:00:00,71.59,20,202,16.1585,-97.1251,Oaxaca,114, 1.51,95.00, 7.75,26.42, 6.13
San Juan Lachigalla,Cielo cubierto,6,Este,82.15,21.87,Lunes,2023-09-11 14:00:00,48.63,20,203,16.5917,-96.5488,Oaxaca,114, 0.13, 0.00,15.32,27.12,12.10
San Juan Lajarcia,Cielo nublado,6,Este,74.37,24.57,Lunes,2023-09-11 14:00:00,45.38,20,204,16.5084,-95.9256,Oaxaca,114, 0.20, 0.00, 9.00,30.45, 6.58
San Juan Lalana,Medio nublado,6,Suroeste,225.79,27.56,Lunes,2023-09-11 14:00:00,63.98,20,205,17.4709,-95.8799,Oaxaca,114, 0.41, 0.00,13.19,30.94,10.46
San Juan Mazatlán,Poco nuboso,6,Este,92.09,27.50,Lunes,2023-09-11 14:00:00,57.05,20,207,17.0311,-95.4465,Oaxaca,114, 0.80,26.88,17.86,31.79,10.92
San Juan Mixtepec,Cielo cubierto,6,Este,71.28,19.00,Lunes,2023-09-11 14:00:00,72.86,20,209,16.2775,-96.2995,Oaxaca,114, 1.35, 6.67, 9.21,21.23, 7.76
San Juan Ozolotepec,Cielo cubierto,6,Sureste,141.78,23.06,Lunes,2023-09-11 14:00:00,74.24,20,211,16.1330,-96.2593,Oaxaca,114, 1.90,90.00, 7.45,25.23, 7.14
San Juan Petlapa,Cielo nublado,6,Noreste,39.61,24.54,Lunes,2023-09-11 14:00:00,63.25,20,212,17.4693,-96.0368,Oaxaca,114, 0.67, 0.00, 9.22,27.91, 8.02
San Juan Quiahije,Cielo cubierto,6,Oeste,253.37,23.70,Lunes,2023-09-11 14:00:00,74.95,20,213,16.3019,-97.3168,Oaxaca,114, 1.39,92.00, 4.47,25.81, 4.09
San Juan Quiotepec,Cielo cubierto,6,Noreste,42.36,19.90,Lunes,2023-09-11 14:00:00,53.92,20,214,17.6008,-96.5882,Oaxaca,114, 0.33, 0.00, 9.28,24.32, 7.93
San Juan Sayultepec,Cielo cubierto,6,Noreste,60.72,15.63,Lunes,2023-09-11 14:00:00,53.20,20,215,17.4535,-97.2847,Oaxaca,114, 0.00, 0.00,11.47,19.99, 8.36
San Juan Tabaá,Cielo nublado,6,Noreste,47.16,20.99,Lunes,2023-09-11 14:00:00,66.61,20,216,17.3050,-96.2070,Oaxaca,114, 0.00, 0.00, 7.83,23.90, 7.82
San Juan Tamazola,Cielo cubierto,6,Sureste,147.11,17.91,Lunes,2023-09-11 14:00:00,51.23,20,217,17.1604,-97.2269,Oaxaca,114, 0.71, 0.00, 8.22,22.63, 5.55
San Juan Teita,Cielo cubierto,6,Suroeste,207.40,17.98,Lunes,2023-09-11 14:00:00,50.79,20,218,17.0953,-97.4143,Oaxaca,114, 0.43, 0.00, 6.42,22.75, 5.07
San Juan Teitipac,Cielo cubierto,6,Este,107.16,20.89,Lunes,2023-09-11 14:00:00,51.59,20,219,16.9344,-96.6085,Oaxaca,114, 0.52, 0.00, 8.26,25.66, 7.33
San Juan Tepeuxila,Cielo cubierto,6,Noreste,46.07,19.83,Lunes,2023-09-11 14:00:00,50.79,20,220,17.7229,-96.8411,Oaxaca,114, 0.19, 0.00, 8.96,24.67, 8.57
San Juan Teposcolula,Cielo cubierto,6,Noreste,62.75,15.62,Lunes,2023-09-11 14:00:00,50.22,20,221,17.5506,-97.4247,Oaxaca,114, 0.27, 0.00,12.32,20.38, 9.52
San Juan Yaeé,Cielo nublado,6,Noreste,38.38,21.91,Lunes,2023-09-11 14:00:00,58.78,20,222,17.4291,-96.2838,Oaxaca,114, 0.58, 0.00, 9.10,25.75, 7.87
San Juan Yatzona,Cielo nublado,6,Noreste,41.94,22.23,Lunes,2023-09-11 14:00:00,62.39,20,223,17.4024,-96.1692,Oaxaca,114, 0.67, 0.00, 8.62,25.65, 7.77
San Juan Yucuita,Cielo cubierto,6,Noreste,56.27,15.65,Lunes,2023-09-11 14:00:00,54.81,20,224,17.5123,-97.2704,Oaxaca,114, 0.00, 0.00,12.47,19.80, 9.18
San Juan de Guadalupe,Despejado,6,Este,90.34,19.15,Lunes,2023-09-11 14:00:00,21.12,10,27,24.6309,-102.7821,Durango,114, 0.00, 0.00,14.42,30.48,10.77
San Juan de Sabinas,Despejado,6,Sureste,148.35,26.35,Lunes,2023-09-11 14:00:00,24.36,5,32,27.9339,-101.2170,Coahuila,114, 0.00, 0.00,21.31,37.20,21.13
San Juan de los Cués,Cielo cubierto,6,Este,89.32,21.02,Lunes,2023-09-11 14:00:00,39.84,20,206,18.0469,-97.0597,Oaxaca,114, 0.03, 0.00, 8.87,27.71, 7.49
San Juan de los Lagos,Despejado,6,Noreste,55.35,18.52,Lunes,2023-09-11 14:00:00,21.64,14,73,21.2478,-102.3328,Jalisco,114, 0.00, 0.00,19.12,29.62, 7.34
San Juan del Estado,Cielo cubierto,6,Norte,10.10,17.73,Lunes,2023-09-11 14:00:00,62.10,20,193,17.2735,-96.7993,Oaxaca,114, 0.55, 0.00, 7.84,21.07, 6.37
San Juan del Río,Cielo nublado,6,Noreste,65.22,22.31,Lunes,2023-09-11 14:00:00,55.24,20,194,16.8825,-96.1605,Oaxaca,114, 0.42, 0.00,10.62,26.62, 8.93
San Juan Ñumí,Cielo cubierto,6,Oeste,287.12,16.51,Lunes,2023-09-11 14:00:00,46.14,20,210,17.3983,-97.7064,Oaxaca,114, 0.39, 0.00, 9.66,21.92, 6.02
San Juanito de Escobedo,Despejado,6,Noreste,37.44,22.40,Lunes,2023-09-11 14:00:00,34.70,14,7,20.7994,-104.0003,Jalisco,114, 0.00, 0.00, 8.80,30.20, 2.94
San Julián,Despejado,6,Este,100.29,18.88,Lunes,2023-09-11 14:00:00,26.16,14,74,21.0097,-102.1808,Jalisco,114, 0.00, 0.00,19.58,28.58, 8.76
San Lorenzo,Cielo cubierto,6,Oeste,252.47,28.85,Lunes,2023-09-11 14:00:00,53.73,20,225,16.3943,-97.8748,Oaxaca,114, 0.59, 0.00, 8.97,33.60, 8.81
San Lorenzo Albarradas,Cielo nublado,6,Este,76.49,21.76,Lunes,2023-09-11 14:00:00,55.13,20,226,16.9072,-96.2596,Oaxaca,114, 0.60, 0.00,10.81,26.08, 9.41
San Lorenzo Axocomanitla,Cielo nublado,6,Oeste,270.80,13.64,Lunes,2023-09-11 14:00:00,31.10,29,54,19.2252,-98.2489,Tlaxcala,114, 0.01, 0.00, 7.20,21.70, 3.60
San Lorenzo Cacaotepec,Cielo cubierto,6,Noreste,42.55,19.58,Lunes,2023-09-11 14:00:00,54.26,20,227,17.1294,-96.8020,Oaxaca,114, 0.00, 0.00, 6.72,23.93, 5.00
San Lorenzo Cuaunecuiltitla,Cielo cubierto,6,Este,71.84,21.43,Lunes,2023-09-11 14:00:00,46.09,20,228,18.2065,-96.9131,Oaxaca,114, 0.00, 0.00, 9.00,27.05, 8.09
San Lorenzo Texmelúcan,Cielo cubierto,6,Suroeste,240.04,22.39,Lunes,2023-09-11 14:00:00,66.52,20,229,16.5855,-97.1990,Oaxaca,114, 1.48, 0.00, 4.20,25.35, 4.10
San Lorenzo Victoria,Cielo cubierto,6,Noroeste,313.90,16.63,Lunes,2023-09-11 14:00:00,42.41,20,230,17.6684,-98.1203,Oaxaca,114, 0.09, 0.00, 8.61,22.63, 7.58
San Lucas,Medio nublado,6,Sur,160.45,28.04,Lunes,2023-09-11 14:00:00,61.28,16,77,18.5914,-100.7848,Michoacán de Ocampo,114, 0.02, 0.00, 4.74,31.75, 4.60
San Lucas Camotlán,Poco nuboso,6,Noreste,26.21,25.45,Lunes,2023-09-11 14:00:00,46.63,20,231,16.9432,-95.7131,Oaxaca,114, 0.00, 0.00,13.40,31.16, 9.68
San Lucas Ojitlán,Cielo cubierto,6,Norte,19.35,27.33,Lunes,2023-09-11 14:00:00,56.37,20,232,18.0575,-96.3978,Oaxaca,114, 0.02,77.67, 8.40,31.67, 8.35
San Lucas Quiaviní,Cielo cubierto,6,Este,102.87,21.09,Lunes,2023-09-11 14:00:00,53.61,20,233,16.8948,-96.4681,Oaxaca,114, 0.55, 0.00,10.21,25.59, 9.21
San Lucas Tecopilco,Cielo cubierto,6,Este,76.30,11.81,Lunes,2023-09-11 14:00:00,31.30,29,55,19.4836,-98.2550,Tlaxcala,114, 0.00, 0.00, 8.30,19.70, 7.80
San Lucas Zoquiápam,Cielo cubierto,6,Este,76.12,21.39,Lunes,2023-09-11 14:00:00,45.27,20,234,18.1362,-96.9064,Oaxaca,114, 0.00, 0.00, 8.61,27.14, 8.50
San Luis Acatlán,Cielo cubierto,6,Suroeste,243.69,24.83,Lunes,2023-09-11 14:00:00,57.82,12,52,16.8086,-98.7336,Guerrero,114, 0.24, 0.00,11.95,28.91, 7.11
San Luis Amatlán,Cielo cubierto,6,Noreste,61.04,21.19,Lunes,2023-09-11 14:00:00,53.40,20,235,16.3895,-96.4971,Oaxaca,114, 0.39, 0.00,15.90,25.74,10.96
